geneID	gnomAD_pLI	ExAc_pLI	LOEUF	ClinGene_HI	ClinGene_TI	DDD_HI	HI_bin	TI_bin
DNTT	2.9548e-10	8.538e-05	5.0			1.87%	0	1
LIMD2	0.16402	0.01763	5.0			44.52%	1	1
TRIM5	5.9675e-05	4.3697e-08	5.0			89.82%	2	1
COL6A6	8.4528e-46	3.5917000000000004e-45	5.0			70.13%	1	1
GSTM1	0.0020641	0.34571	5.0			69.59%	1	1
GALNS	2.9611e-10	0.00086204	5.0	30.0	0	65.94%	2	1
SLC7A2	2.3434e-11	1.1726e-08	5.0			63.7%	1	1
UBQLN3	1.7965e-05	0.0038281	5.0			60.94%	1	1
SCN10A	9.9457e-38	6.1421e-26	5.0			34.89%	1	1
TMPRSS4	1.2055e-08	1.1975e-08	5.0			66.16%	1	1
SLC9A8	2.9146e-10	2.8166e-05	5.0			26.55%	1	1
SFI1	5.936899999999999e-44	5.9872e-25	5.0			80.95%	2	1
FAM161A	5.1034e-13	3.0277e-09	5.0	30.0	0	75.75%	2	1
RP11-758M4.1	0.16336	0.0	5.0				1	1
HMCN2	1.8027e-12	0.0	5.0			55.22%	1	1
EPB41L4A	3.5133e-21	1.9863e-11	5.0			35.25%	1	1
PEX13	5.8959e-05	0.02314	5.0			67.6%	1	1
PMS1	1.3178e-17	6.5646e-14	5.0			16.19%	0	1
SOSTDC1	0.16334	0.30398	5.0			9.99%	0	1
EFCAB3	3.4807e-09	0.00015909	5.0			63.51%	1	1
ZNF286B	5.3381e-06	0.003746	5.0			84.01%	2	1
TRMT61B	4.107e-08	4.0075e-06	5.0			58.81%	1	1
RIMKLA	0.00063057	0.087395	5.0			33.18%	1	1
TLR10	3.4787e-09	8.431e-08	5.0			63.98%	1	1
ZNF302	0.00019368	0.007072	5.0			88.91%	2	1
ZNF441	0.3624	0.027667	5.0			97.01%	2	1
ABT1	0.020296	0.027106	5.0			68.44%	1	1
C2orf82	0.60161	0.46683	5.0			69.66%	1	1
MED27	1.7718e-05	0.0036042	5.0			7.65%	0	1
TRDN	8.356999999999999e-22	1.8168e-10	5.0	30.0	Not yet evaluated	49.08%	2	1
ANXA4	1.1858e-08	0.00034241	5.0			36.41%	1	1
C1orf198	0.00062943	0.027375	5.0			76.89%	1	1
INHA	0.0064728	0.19971	5.0			30.78%	1	1
EDN2	0.060323	0.011086	5.0			55.44%	1	1
BHLHB9	0.02025	0.3705	5.0			70.32%	1	1
PARD6A	0.0064719	0.85473	5.0			15.58%	0	1
DBR1	1.1785e-08	8.7052e-05	5.0			46.9%	1	1
C7orf31	8.0549e-11	7.4411e-08	5.0			70.55%	1	1
KRT75	4.041e-08	5.1356e-07	5.0			36.65%	1	1
RP11-155D18.14	0.16311	0.0	5.0				1	1
HYAL1	0.00019112	0.0055367	5.0			65.22%	1	1
KIAA0101	0.16276	0.1295	5.0			26.15%	1	1
APOBEC3H	0.00202	0.63762	5.0			97.18%	2	1
ENTPD4	1.8146e-16	2.0679e-11	5.0			38.04%	1	1
TM2D2	0.0064454	0.071029	5.0			47.36%	1	1
TM7SF2	1.366e-07	0.00044793	5.0			59.18%	1	1
NLRP7	1.8058e-16	1.0958e-12	5.0			96.92%	2	1
BOK	0.16279	0.31889	5.0			57.01%	1	1
CORO7	1.8292e-25	7.3115e-12	5.0			60.54%	1	1
HLA-C	1.5695e-06	9.9456e-10	5.0			70%	1	1
PGP	0.16263	0.75781	5.0			49.01%	1	1
TCHP	1.8026e-16	6.9963e-12	5.0			64.69%	1	1
MICU3	3.4019e-09	3.1232e-06	5.0			35.35%	1	1
SEPN1	9.7863e-10	1.085e-07	5.0			43.35%	1	1
C4orf47	0.00062148	0.0	5.0			54.44%	1	1
NFATC2IP	1.742e-05	0.0023273	5.0			43.31%	1	1
ZMAT3	0.00019034	0.056703	5.0			31.76%	1	1
RALB	0.020067	0.19399	5.0			37.12%	1	1
CNGB3	7.772300000000002e-19	8.8646e-11	5.0			57.91%	1	1
HP	1.736e-05	0.029391	5.0			51.59%	1	1
CEP78	6.1656e-12	5.3603e-06	5.0	30.0	0	49.15%	2	1
TRMT2B	4.5938e-07	0.0001009	5.0			69.8%	1	1
SSH3	3.4726e-14	1.3186e-07	5.0			59.08%	1	1
RP11-796G6.2	0.36123	0.0	5.0				1	1
TEX40	0.020057	0.47704	5.0			97.59%	2	1
SYT12	1.7402e-05	1.0252e-05	5.0			40.35%	1	1
ZNF461	3.9571e-08	3.1567e-06	5.0			77.24%	1	1
WBP4	3.9769e-08	0.00048213	5.0			31.25%	1	1
PDE6D	0.006423	0.084496	5.0			13.73%	0	1
ARHGEF16	4.7056e-13	9.3651e-08	5.0			71.01%	1	1
ZNF771	0.05992	0.29581	5.0			34.51%	1	1
CSAD	6.0781e-12	2.4797e-06	5.0			53.63%	1	1
CAMLG	0.00061836	0.0040205	5.0			29.61%	1	1
CAPN8	1.2513e-13	0.015181	5.0			64.89%	1	1
APOBEC3F	1.346e-07	0.01396	5.0			98.87%	2	1
FUNDC2	0.059823	0.84126	5.0			50.26%	1	1
HPS3	2.9433e-21	3.5203e-15	5.0	30.0	Not yet evaluated	44.42%	2	1
WBSCR27	0.059768	0.067912	5.0			75.09%	1	1
CCDC57	6.5038e-16	2.6363e-13	5.0			96.85%	2	1
RHOJ	0.0064012	0.22966	5.0			33.7%	1	1
FAM110A	0.36091	0.74779	5.0			67.45%	1	1
SLC35B1	1.7301e-05	0.013286	5.0			11.06%	0	1
HOXB4	0.059777	0.11975	5.0			3.02%	0	1
PODN	9.5675e-10	5.1968e-07	5.0			56.52%	1	1
C3orf38	0.00061331	0.0069988	5.0			46.78%	1	1
CMTM8	0.059614	0.84788	5.0			40.76%	1	1
AIF1L	0.0063739	0.033074	5.0			30.2%	1	1
ZCCHC10	0.059669	0.1608	5.0			47.9%	1	1
VKORC1	0.16163	0.081803	5.0			58.39%	1	1
COG6	6.3567e-16	6.7206e-10	5.0			27.36%	1	1
JUN	0.05962	0.46085	5.0			0.04%	0	1
MATN4	1.1311e-08	9.7035e-05	5.0			51.68%	1	1
GPALPP1	1.7222e-05	0.00039609	5.0			41.93%	1	1
NPY5R	0.0063686	0.4918	5.0			60.63%	1	1
SNAPC3	4.5455e-07	5.539e-05	5.0			46.32%	1	1
TREH	8.9579e-15	1.4003e-14	5.0			63.23%	1	1
MAP3K19	1.7573999999999998e-22	3.6988e-14	5.0			57.46%	1	1
CALB2	4.5423e-07	0.0012389	5.0			3.85%	0	1
CREB3L4	5.1401e-06	8.062e-05	5.0			57.85%	1	1
PCDHAC1	7.5673e-11	4.577e-09	5.0			48.74%	1	1
COA7	0.059686	0.16743	5.0			32.71%	1	1
HAUS8	1.5207e-06	0.00072641	5.0			93.24%	2	1
CDK7	4.4725e-07	0.0016185	5.0			11.18%	0	1
DYNLRB1	0.16147	0.8428	5.0			63.93%	1	1
ZWILCH	1.198e-13	8.3116e-06	5.0	1.0	0	35.84%	0	1
EARS2	1.1238e-08	2.0705e-07	5.0	30.0	0	49.25%	2	1
TSPAN17	1.511e-06	1.3198e-05	5.0			52.11%	1	1
FGA	1.2236e-13	6.3465e-10	5.0			76.2%	1	1
RGAG4	0.00018633	0.015198	5.0			78.52%	1	1
STAP1	1.6993e-05	0.00012955	5.0			50.37%	1	1
EGR4	0.0063486	0.0062668	5.0			49.61%	1	1
NOMO1	1.7020000000000002e-19	0.0	5.0			75.43%	1	1
BCAT1	3.7984e-08	7.0488e-06	5.0			45.22%	1	1
SYCE3	0.5999	0.0	5.0			35.54%	1	1
SLC22A11	1.2995e-07	5.8019e-05	5.0			94.02%	2	1
RP11-47I22.4	0.059327	0.0	5.0				1	1
SMPD4	1.7125e-19	0.006058	5.0			72.85%	1	1
GEMIN2	1.4999e-06	0.0066092	5.0			9.52%	0	1
GYLTL1B	1.6044e-12	8.2741e-12	5.0			46.83%	1	1
MARVELD1	0.35958	0.0	5.0			36.12%	1	1
HTR5A	0.0062906	0.0057886	5.0			59.81%	1	1
CCDC34	5.013e-06	4.9135e-07	5.0			63.84%	1	1
GABRE	0.00018436	0.00018372	5.0			70.86%	1	1
STX7	5.0273e-06	0.0042631	5.0			21.5%	1	1
METTL1	0.001962	0.0059156	5.0			15.23%	0	1
ERMARD	5.7789e-16	5.1746e-10	5.0	1.0	0	84.87%	0	1
MRPS18B	5.6012e-05	0.00056521	5.0			51.31%	1	1
NBL1	0.059018	0.10886	5.0			54.18%	1	1
SLC30A7	4.4049e-07	0.028992	5.0			19.64%	0	1
MYL10	0.0062611	0.0080466	5.0			69.14%	1	1
FANCI	8.9116e-37	5.165e-19	5.0	30.0	Not yet evaluated	23.8%	2	1
SPHK2	1.28e-07	8.6642e-06	5.0			72.33%	1	1
TREM1	0.0062776	0.00034397	5.0			99.02%	2	1
ERAL1	3.1095e-09	1.0417e-06	5.0			57.48%	1	1
CD34	4.9881e-06	0.0034496	5.0			1.59%	0	1
CCDC86	1.6652e-05	0.0014774	5.0			66.3%	1	1
THNSL2	1.4828e-06	3.9417e-06	5.0			55.24%	1	1
VSIG10L	1.086e-08	0.0	5.0			87.15%	2	1
CEBPB	0.35809	0.18447	5.0			10.54%	0	1
ATP10B	1.4073e-30	1.3437e-23	5.0			55.53%	1	1
ELP3	3.0115e-14	3.9261e-07	5.0			23.67%	1	1
HDGFL1	0.058681	0.31334	5.0			93.77%	2	1
ENPP3	3.468e-23	6.4375e-17	5.0			58.41%	1	1
PLCZ1	1.5016e-12	6.4511e-10	5.0			66.47%	1	1
TAF1B	7.9823e-15	4.287e-06	5.0			53.23%	1	1
ARTN	0.35793	0.2931	5.0			75.22%	1	1
TBCA	0.16004	0.71644	5.0			8.3%	0	1
PPAPDC1A	0.0001828	0.18409	5.0			27.28%	1	1
SEP15	0.058745	0.42815	5.0				1	1
PIGN	2.29e-21	9.0206e-16	5.0	30.0	Not yet evaluated	42.61%	2	1
TRMT10B	4.9293e-06	8.9848e-05	5.0			51.38%	1	1
DCHS2	7.4152e-47	7.2482e-28	5.0			70.73%	1	1
ALKBH1	4.8961e-06	2.1315e-05	5.0			45.95%	1	1
PPP1R11	0.35781	0.78309	5.0			40.4%	1	1
CDR2	4.299e-07	5.6053e-06	5.0			44.35%	1	1
CRIP2	0.00018101	0.0050703	5.0			71.49%	1	1
PSMA8	5.4953e-05	0.0039796	5.0			30.97%	1	1
GFAP	1.4601e-06	2.2294e-05	5.0			1.41%	0	1
VAX2	0.15981	0.31504	5.0			47.75%	1	1
LILRA3	1.4548e-06	0.0029254	5.0			98.02%	2	1
EML2	5.763300000000002e-19	7.577e-10	5.0			58.13%	1	1
SH2D3A	3.6368e-08	4.1139e-06	5.0			82%	2	1
SPPL2C	0.00018192	2.2952e-05	5.0			73.3%	1	1
CRB3	0.35784	0.36997	5.0			80.02%	2	1
ABCC6	5.6167e-35	1.4546e-06	5.0			72.9%	1	1
UBIAD1	0.019529	0.56891	5.0			37.45%	1	1
NAA20	0.0062021	0.013606	5.0			25.01%	1	1
SLC50A1	0.0019259	0.13023	5.0			51.86%	1	1
GNAT3	1.6347e-05	0.00029755	5.0			27.24%	1	1
C2	1.3494e-16	1.3789e-06	5.0			52.58%	1	1
DNAJB2	5.444e-05	5.197e-06	5.0			34.16%	1	1
PON2	5.4352e-05	0.0014042	5.0			50.3%	1	1
ANKDD1B	1.4401e-06	0.0	5.0			66.95%	1	1
CCDC125	8.5885e-10	8.0546e-06	5.0			69.25%	1	1
ZNF485	5.4641e-05	3.5344e-05	5.0			87.77%	2	1
EPS8L1	2.0053e-15	2.7452e-08	5.0			82.92%	2	1
AGXT	1.2332e-07	0.0035944	5.0	30.0	Not yet evaluated	70.08%	2	1
LMO2	0.15884	0.75395	5.0			7.88%	0	1
LIN28A	0.019369	0.19627	5.0			13.84%	0	1
C17orf80	1.2297e-07	2.5381e-07	5.0			93.13%	2	1
ELP4	1.2277e-07	0.012558	5.0			7.64%	0	1
C12orf49	0.0061628	0.04521	5.0			48.31%	1	1
RP11-216L13.17	0.0061755	0.0	5.0				1	1
SECISBP2	2.1874e-18	1.2931e-09	5.0			77.42%	1	1
ZNF420	1.8575e-11	3.2901e-08	5.0			79.96%	1	1
PPL	1.5145e-42	1.0754e-25	5.0			25.3%	1	1
SEMG1	0.35697	1.9425e-14	5.0			98.19%	2	1
CEND1	0.59751	0.58435	5.0			76.98%	1	1
ERN2	7.1766e-24	1.7931e-15	5.0			66.31%	1	1
CNRIP1	0.15874	0.29956	5.0			39.19%	1	1
TTLL8	7.2171e-15	0.0	5.0			88.08%	2	1
MYH8	2.0456e-51	1.6059e-34	5.0			39.99%	1	1
TMEM87B	3.741e-13	7.9764e-08	5.0			49.54%	1	1
ANKRD45	0.00058172	0.019887	5.0			69.86%	1	1
TWSG1	0.0061123	0.89025	5.0			49.23%	1	1
DZIP1	3.1283e-20	3.3271e-12	5.0			60.47%	1	1
CD5	2.3074e-10	2.728e-05	5.0			74.85%	1	1
TMEM38A	0.00058271	0.03076	5.0			40.03%	1	1
ZCWPW2	1.4095e-06	6.7641e-05	5.0			55.62%	1	1
CLCA4	6.9601e-15	3.1944e-09	5.0			79.82%	1	1
NDUFS3	0.00058312	0.047137	5.0			32.44%	1	1
ANXA1	1.2009e-07	0.00044237	5.0			18.64%	0	1
CACNG5	0.0061164	0.05356	5.0			62.47%	1	1
FAIM3	1.6032e-05	0.00056056	5.0			87.14%	2	1
POLR3C	5.0277e-12	8.657e-06	5.0			23.38%	1	1
ADAM7	1.1927000000000002e-19	1.7371e-12	5.0			78.36%	1	1
GBP5	8.112e-10	7.9548e-06	5.0			80.9%	2	1
COASY	8.0903e-10	1.0452e-07	5.0			57.21%	1	1
G6PC3	4.7177e-06	1.0748e-05	5.0	30.0	0	43.93%	2	1
STEAP4	1.1959e-07	1.4986e-05	5.0			56.42%	1	1
MED16	2.5908e-14	0.018766	5.0			59.44%	1	1
HMGN3	0.057786	0.17543	5.0			24.65%	1	1
SDCBP	0.00058136	0.00081157	5.0			23.75%	1	1
TMEM86A	0.019183	0.03296	5.0			46.27%	1	1
FKBP6	1.3955e-06	0.1306	5.0			65.69%	1	1
HAGH	0.00017657	0.0001434	5.0			60.6%	1	1
EXTL2	0.00017608	3.158e-05	5.0			44.14%	1	1
IFI16	1.7803e-11	0.002956	5.0			98.5%	2	1
PBX4	5.2605e-05	0.0067721	5.0			81.27%	2	1
MST1	4.7831e-19	1.7274e-10	5.0			62.36%	1	1
SECTM1	0.057603	0.1724	5.0			99.6%	2	1
ZNF564	0.35507	8.591e-05	5.0			95.9%	2	1
BCKDHA	9.8243e-09	7.6646e-08	5.0			21.57%	1	1
NOXA1	2.8065e-09	4.7343e-06	5.0			87.99%	2	1
ALX3	0.019117	0.20867	5.0			38.14%	1	1
MKNK1	8.0483e-10	0.0002224	5.0			21.38%	1	1
AOC3	6.267e-11	6.47e-09	5.0			53.73%	1	1
CEACAM16	1.5758e-05	0.02958	5.0			58.2%	1	1
SUGCT	2.8168e-09	2.0306e-09	5.0			7.16%	0	1
RAB44	0.0018825	0.0	5.0			77.99%	1	1
THG1L	5.2821e-05	3.483e-05	5.0			35.03%	1	1
HIST1H2AC	0.5964	0.59918	5.0			43.95%	1	1
ALG12	1.1758e-07	0.007882	5.0	30.0	0	85.41%	2	1
PLBD2	1.7226e-11	7.1847e-08	5.0			65.34%	1	1
RTP4	0.59616	0.010846	5.0			95.38%	2	1
GCNT6	0.019034	0.0	5.0			98.72%	2	1
HEMK1	3.3864e-08	8.2315e-05	5.0			51.96%	1	1
ADPRHL2	0.00057514	6.5031e-05	5.0			36.3%	1	1
KIAA1755	2.8893e-17	2.3248e-15	5.0			74.86%	1	1
S1PR5	0.15713	0.057413	5.0			77.85%	1	1
GPR156	1.25e-12	3.6792e-07	5.0			65.89%	1	1
TRIM6-TRIM34	4.3078e-19	2.3061e-11	5.0			87.35%	2	1
PRIM2	1.1605e-07	5.1471e-08	5.0			37.96%	1	1
SLC22A3	7.7723e-10	3.3164e-05	5.0			49.07%	1	1
IFITM10	0.15714	0.0	5.0			80.26%	2	1
UBAP1L	0.0060011	0.0	5.0			77.03%	1	1
ADCY10	7.383400000000001e-41	5.851199999999999e-26	5.0			70.03%	1	1
CYP4V2	2.1975e-10	0.00020071	5.0	30.0	Not yet evaluated	70.46%	2	1
APOE	0.0018685	0.034534	5.0			2.86%	0	1
TMC3	3.8941e-22	9.7834e-16	5.0			79.46%	1	1
GOLM1	9.6171e-09	0.0026125	5.0			65.92%	1	1
LRRC14	0.00017297	0.0066527	5.0			72.75%	1	1
NOP9	1.6985e-11	6.3226e-06	5.0			54.34%	1	1
AREGB	0.35407	0.0	5.0				1	1
IL31RA	4.204e-16	2.1304e-15	5.0			83.99%	2	1
KLK6	0.0060052	0.49724	5.0			83.49%	2	1
ABCA13	8.7753e-114	3.3073e-78	5.0			63.52%	1	1
AGBL3	4.1796e-16	0.0	5.0			64.12%	1	1
MIPEP	1.5876e-15	8.4906e-07	5.0			57.15%	1	1
GOLGA7B	0.00599	0.010488	5.0			39.32%	1	1
NKX2-6	0.018885	0.0035225	5.0			81.55%	2	1
PFKL	2.702e-17	3.6829e-10	5.0			51.8%	1	1
POLR3H	0.0059858	0.0020071	5.0			25.1%	1	1
BAIAP3	4.3826e-32	2.2093e-19	5.0			71.97%	1	1
DCK	1.545e-05	0.39066	5.0			12.17%	0	1
SLC25A40	3.9328e-07	2.1467e-07	5.0			41.91%	1	1
CTSC	1.1451e-07	0.00081687	5.0			18.08%	0	1
UFM1	0.15655	0.46407	5.0			42.89%	1	1
TTC33	0.00056941	0.022619	5.0			39.41%	1	1
ATHL1	2.3064e-14	3.5324e-09	5.0			85.83%	2	1
LRRC37A2	1.1396e-07	0.0	5.0			98.27%	2	1
ZNF562	0.056912	0.13968	5.0			97.24%	2	1
DIMT1	3.9098e-07	1.4712e-05	5.0			11.76%	0	1
RPL22	0.15619	0.34849	5.0			31.35%	1	1
RBM45	2.1132e-10	0.00012535	5.0			23.68%	1	1
ELOVL3	0.01884	0.010089	5.0			75.15%	1	1
TSSK3	0.057013	0.76324	5.0			27.96%	1	1
ARSJ	1.1319e-07	0.0034558	5.0			56.25%	1	1
SLC25A53	0.056834	0.10192	5.0			59.41%	1	1
SEMA3G	6.2569e-18	6.0768e-10	5.0			68.59%	1	1
PSMD5	3.2398e-08	1.2658e-05	5.0			25.9%	1	1
TRIM34	1.3303e-06	0.00020889	5.0			83.41%	2	1
ARL13B	2.6559e-09	1.3914e-06	5.0			35.63%	1	1
AAGAB	3.8664e-07	0.0081021	5.0	3.0	0	50.94%	0	1
CD99L2	0.00017021	0.0033413	5.0			82.42%	2	1
CD2BP2	1.5195e-05	0.00033617	5.0			36.98%	1	1
BFSP2	3.2152e-08	6.6621e-05	5.0			50.53%	1	1
VRK2	1.5681e-11	1.2162e-08	5.0			19.11%	0	1
TMEM62	1.5846e-11	5.9868e-08	5.0			47.96%	1	1
COL28A1	3.6797e-32	1.8930000000000002e-20	5.0			74.75%	1	1
TMCO5A	4.4861e-06	0.00042101	5.0			52.49%	1	1
C7orf61	0.018681	0.012081	5.0			91.87%	2	1
SLC5A10	8.0689e-14	3.6597e-12	5.0			65.72%	1	1
GFM2	1.4922e-18	1.2285e-08	5.0			31.86%	1	1
P2RY10	0.15542	0.69039	5.0			51.57%	1	1
ISLR	0.018643	0.00043648	5.0			67.79%	1	1
IL10	0.0058874	0.029162	5.0			9.97%	0	1
MRPL1	4.4456e-06	3.2126e-05	5.0			30.8%	1	1
UQCC1	3.1978e-08	0.0048544	5.0			27.71%	1	1
UQCC2	0.01866	0.059548	5.0			16.19%	0	1
ZYX	2.0307e-10	7.7389e-06	5.0			50.49%	1	1
ALOX12	1.4397e-15	6.3448e-10	5.0			56.83%	1	1
SGK494	7.2766e-10	2.6134e-05	5.0				1	1
TDO2	2.0378e-10	1.5247e-08	5.0			58.09%	1	1
TRPM8	4.5964000000000003e-29	4.7368e-15	5.0			32.3%	1	1
PLTP	8.9961e-09	0.00014204	5.0			57%	1	1
FAM114A2	7.2335e-10	3.0787e-07	5.0			57.7%	1	1
SI	3.9353e-60	7.9707e-26	5.0	30.0	Not yet evaluated	61.91%	2	1
PUS10	7.8796e-14	5.2698e-10	5.0			39.93%	1	1
CDCA2	1.5175e-11	1.6108e-05	5.0			81.34%	2	1
ABI3	5.0089e-05	0.027711	5.0			68.63%	1	1
RTKN2	5.4633e-15	1.3098e-14	5.0			40.34%	1	1
HADHB	1.5183e-11	1.0471e-07	5.0			35.81%	1	1
NIPA1	0.0058703	0.2141	5.0	0.0	0	22%	1	1
TCTN3	4.1528e-12	6.4398e-08	5.0			68.63%	1	1
MYO3A	1.8056e-45	6.5859e-30	5.0	30.0	0	26.3%	2	1
DCAF12L2	0.0058713	0.16298	5.0			79.44%	1	1
IL7R	3.763e-07	3.7207e-06	5.0			53.72%	1	1
ZNF23	1.0831e-07	8.3728e-07	5.0			71.05%	1	1
TUBB6	0.00016645	0.00051127	5.0			59.56%	1	1
DDX20	7.7601e-14	4.1877e-07	5.0			27.47%	1	1
FIBP	4.3854e-06	0.014723	5.0			24.31%	1	1
VNN1	4.3868e-06	2.3547e-07	5.0			71.36%	1	1
DRC1	8.3157e-20	1.3045e-10	5.0			73.5%	1	1
LHFPL2	0.056209	0.015014	5.0			26.74%	1	1
FBXW12	7.0808e-10	1.9746e-07	5.0			99.53%	2	1
ZNF567	1.084e-07	1.8651e-06	5.0			69.94%	1	1
DTD1	0.0018054	0.29021	5.0			25.96%	1	1
C1orf127	1.4917e-11	1.3345e-05	5.0			96.14%	2	1
MYH4	1.0355e-55	8.8149e-35	5.0			30.56%	1	1
NDNL2	0.056212	0.19552	5.0			85.12%	2	1
LYAR	3.758e-07	0.00013245	5.0			65.63%	1	1
ZMYM5	0.00016664	0.20038	5.0			72.98%	1	1
CD37	4.3887e-06	0.0064018	5.0			76.09%	1	1
INADL	1.1917e-50	6.1814e-26	5.0			50.2%	1	1
MKS1	3.3768e-16	3.9744e-09	5.0			34.89%	1	1
LRRC48	2.5027e-09	6.0874e-06	5.0			60.21%	1	1
ZNF713	4.3462e-06	0.0011152	5.0			73.96%	1	1
CCDC181	1.9512e-10	3.8025e-07	5.0			58.48%	1	1
POMGNT1	1.9454e-20	1.6802e-09	5.0			12.2%	0	1
FANCC	2.7921e-13	5.8798e-10	5.0	30.0	0	43.39%	2	1
BIRC5	0.055854	0.21585	5.0			2.64%	0	1
C16orf86	0.0058052	0.65243	5.0			75.98%	1	1
MTX3	0.00016475	0.10035	5.0			17.71%	0	1
TOM1	1.4544e-11	6.7775e-06	5.0			47.82%	1	1
GTF2H3	3.0414e-08	1.5917e-05	5.0			51%	1	1
INS-IGF2	0.055811	0.036441	5.0			0.06%	0	1
LGALSL	0.018392	0.67077	5.0			25.04%	1	1
CCR6	0.0057867	0.066481	5.0			84.13%	2	1
TRIM31	4.3248e-06	0.016388	5.0			98.18%	2	1
FGF2	0.0184	0.0	5.0			1.69%	0	1
KLHDC8B	0.001791	0.010421	5.0			29.38%	1	1
TCP11	1.0587e-07	4.0095e-05	5.0			75.17%	1	1
AC003002.6	0.3501	0.0	5.0				1	1
OSTC	0.018353	0.60815	5.0			18.89%	0	1
TNN	1.5729e-28	5.1925e-15	5.0			26.59%	1	1
VSX2	0.00016481	0.11608	5.0			4.64%	0	1
SDAD1	1.8319e-20	3.784e-09	5.0			33.26%	1	1
SHBG	1.2538e-06	0.00018884	5.0			43.75%	1	1
ETFDH	2.778e-13	1.6344e-07	5.0	30.0	Not yet evaluated	46.5%	2	1
SLC17A5	6.8514e-10	0.022196	5.0	30.0	0	19.72%	0	1
C1QB	0.15392	0.085881	5.0	30.0	0	69.46%	2	1
CCL3	0.34981	0.14534	5.0			61.84%	1	1
AGA	4.2802e-06	0.0006408	5.0	30.0	Not yet evaluated	51.89%	2	1
BTNL8	1.4502e-05	0.00023509	5.0			99.19%	2	1
LRRC37A	0.00054349	0.89049	5.0			96.86%	2	1
NDUFB9	0.00016312	0.042889	5.0			51.37%	1	1
ADHFE1	8.5168e-09	3.8781e-05	5.0			4.46%	0	1
SCARA3	2.9816e-08	1.6241e-07	5.0			35.19%	1	1
EPHA1	1.4624e-23	5.3037e-11	5.0			51.45%	1	1
S1PR2	0.018286	0.12734	5.0			65.78%	1	1
SIRT3	0.00016261	2.7005e-05	5.0			63.11%	1	1
CLEC18B	1.2431e-06	0.0	5.0			79.7%	1	1
AC174470.1	0.15353	0.0	5.0				1	1
OXA1L	1.8749e-10	5.9604e-09	5.0			47.42%	1	1
TTI2	3.6074e-07	0.0018863	5.0			77.39%	1	1
SPDYC	4.8667e-05	0.0018551	5.0			89.05%	2	1
LLPH	0.34929	0.34145	5.0			62.63%	1	1
ELAC2	1.7245e-20	4.063e-11	5.0			61.4%	1	1
FAM65C	7.0058e-20	1.4501e-12	5.0			70.37%	1	1
POM121C	6.6064e-10	0.0	5.0			83.24%	2	1
RHBDL3	1.0358e-07	0.0015231	5.0			27.82%	1	1
SGCG	4.821e-05	0.0063704	5.0	30.0	0	55.59%	2	1
TM6SF1	1.0194e-07	6.4694e-05	5.0			50.51%	1	1
DESI1	0.0057118	0.093722	5.0			18.22%	0	1
TIPIN	0.00016045	0.0098321	5.0			42.71%	1	1
PABPC4L	0.00053305	0.22067	5.0			79.75%	1	1
SOCS4	1.4208e-05	1.8589e-06	5.0			30.25%	1	1
KRT222	1.4228e-05	0.0021267	5.0			31.52%	1	1
ARL6IP6	0.018099	0.17096	5.0			61.77%	1	1
CRELD1	1.3432e-11	1.4147e-06	5.0			49.48%	1	1
MYOD1	0.15239	2.6832e-05	5.0			0.52%	0	1
ARL5B	0.0017521	0.46398	5.0			20.86%	1	1
SLC25A16	1.2089e-06	0.00024761	5.0			13.89%	0	1
TTC12	1.7871e-17	1.4473e-07	5.0			48.63%	1	1
MON1A	2.2952e-09	0.0063681	5.0			36.47%	1	1
WNK4	6.8806000000000005e-25	1.8287e-13	5.0			60.06%	1	1
ABHD14A-ACY1	1.7689e-10	2.2451e-05	5.0			53.38%	1	1
ZDHHC12	0.00052913	0.011766	5.0			52.08%	1	1
ZDHHC22	0.054892	0.31848	5.0			27.62%	1	1
TMEM101	0.0017385	0.16164	5.0			42.28%	1	1
DKK3	4.1049e-06	1.8889e-05	5.0			44.34%	1	1
KRTAP17-1	0.59112	0.54011	5.0			78.77%	1	1
RBM23	4.8221e-11	4.6294e-08	5.0			39.82%	1	1
GNB1L	4.7419e-05	0.0012635	5.0			48.57%	1	1
FAM149B1	2.4901e-13	0.0	5.0			45.08%	1	1
PROCR	0.0056256	0.010131	5.0			71.12%	1	1
AP000275.65	1.1868e-06	0.0	5.0				1	1
SEC31B	2.5856000000000004e-29	1.3006e-24	5.0			32.57%	1	1
TIGIT	0.017915	0.04515	5.0			81.74%	2	1
ACADVL	4.2385e-15	1.3106e-07	5.0	30.0	0	33.28%	2	1
METTL25	9.188e-13	1.6483e-07	5.0			51.47%	1	1
PNPLA5	1.1936e-06	9.3834e-07	5.0			92.61%	2	1
PPM1J	2.2494e-09	2.3082e-07	5.0			20.41%	1	1
NOX3	1.632e-14	3.5796e-09	5.0			38.77%	1	1
TMPRSS5	2.2562e-09	2.5779e-08	5.0			73.82%	1	1
VIPR2	4.718e-11	9.3438e-07	5.0			73.84%	1	1
LCA5L	3.456e-07	1.9094e-06	5.0			92.14%	2	1
GPR27	0.34682	0.59885	5.0			67%	1	1
PROM1	1.9485e-22	7.1706e-17	5.0			42.13%	1	1
CRELD2	2.7906e-08	4.9581e-08	5.0			84.19%	2	1
ACAT1	9.8525e-08	0.0015995	5.0			44.58%	1	1
ZAN	1.6432e-62	1.5606e-43	5.0			90.5%	2	1
C9orf152	0.017887	0.0047477	5.0			85.17%	2	1
